"UF";"COD_MUN";"NOME_MUN";"RES_2024";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RO";110149;"São Francisco do Guaporé";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"RO";110150;"Seringueiras";0;0;1;0;"Sim";0;"ALCANÇOU"
"RO";110155;"Teixeirópolis";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"RO";110160;"Theobroma";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110170;"Urupá";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RO";110175;"Vale do Anari";100;0;1;0;"Sim";-100;"ALCANÇOU"
"RO";110180;"Vale do Paraíso";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120001;"Acrelândia";0;0;1;0;"Sim";0;"ALCANÇOU"
"AC";120005;"Assis Brasil";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120010;"Brasiléia";25;1;6;16,6666666666667;"Sim";-8,3;"ALCANÇOU"
"AC";120013;"Bujari";50;2;2;100;"Não";50;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";33,3333333333333;2;9;22,2222222222222;"Sim";-11,1;"ALCANÇOU"
"AC";120025;"Epitaciolândia";50;0;6;0;"Sim";-50;"ALCANÇOU"
"AC";120030;"Feijó";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120032;"Jordão";0;0;1;0;"Sim";0;"ALCANÇOU"
"AC";120033;"Mâncio Lima";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AC";120034;"Manoel Urbano";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120038;"Plácido de Castro";25;0;0;0;"Sim";-25;"ALCANÇOU"
"AC";120039;"Porto Walter";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120040;"Rio Branco";24,113475177305;26;124;20,9677419354839;"Sim";-3,1;"ALCANÇOU"
"AC";120042;"Rodrigues Alves";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120045;"Senador Guiomard";0;0;1;0;"Sim";0;"ALCANÇOU"
"AC";120050;"Sena Madureira";40;0;1;0;"Sim";-40;"ALCANÇOU"
"AC";120060;"Tarauacá";50;3;4;75;"Não";25;"NÃO ALCANÇOU"
"AC";120070;"Xapuri";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120080;"Porto Acre";33,3333333333333;0;1;0;"Sim";-33,3;"ALCANÇOU"
"AM";130002;"Alvarães";0;2;7;28,5714285714286;"Não";28,6;"NÃO ALCANÇOU"
"AM";130006;"Amaturá";100;0;0;0;"Sim";-100;"ALCANÇOU"
"AM";130008;"Anamã";0;0;1;0;"Sim";0;"ALCANÇOU"
"AM";130010;"Anori";0;0;1;0;"Sim";0;"ALCANÇOU"
"AM";130014;"Apuí";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130020;"Atalaia do Norte";28,5714285714286;0;3;0;"Sim";-28,6;"ALCANÇOU"
"AM";130030;"Autazes";14,2857142857143;4;11;36,3636363636364;"Não";22,1;"NÃO ALCANÇOU"
"AM";130040;"Barcelos";100;1;1;100;"Não";0;"NÃO ALCANÇOU"
"AM";130050;"Barreirinha";25;3;11;27,2727272727273;"Não";2,3;"NÃO ALCANÇOU"
"AM";130060;"Benjamin Constant";22,2222222222222;0;3;0;"Sim";-22,2;"ALCANÇOU"
"AM";130063;"Beruri";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";25;1;2;50;"Não";25;"NÃO ALCANÇOU"
"AM";130070;"Boca do Acre";28,5714285714286;2;4;50;"Não";21,4;"NÃO ALCANÇOU"
"AM";130080;"Borba";0;4;9;44,4444444444444;"Não";44,4;"NÃO ALCANÇOU"
"AM";130083;"Caapiranga";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130090;"Canutama";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AM";130100;"Carauari";28,5714285714286;0;1;0;"Sim";-28,6;"ALCANÇOU"
"AM";130110;"Careiro";20;2;10;20;"Não";0;"NÃO ALCANÇOU"
"AM";130115;"Careiro da Várzea";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130120;"Coari";34,4827586206897;14;34;41,1764705882353;"Não";6,7;"NÃO ALCANÇOU"
"AM";130130;"Codajás";50;1;4;25;"Sim";-25;"ALCANÇOU"
"AM";130140;"Eirunepé";50;0;0;0;"Sim";-50;"ALCANÇOU"
"AM";130150;"Envira";33,3333333333333;0;0;0;"Sim";-33,3;"ALCANÇOU"
"AM";130160;"Fonte Boa";100;2;4;50;"Sim";-50;"ALCANÇOU"
"AM";130165;"Guajará";0;0;3;0;"Sim";0;"ALCANÇOU"
"AM";130170;"Humaitá";60;2;8;25;"Sim";-35;"ALCANÇOU"
"AM";130180;"Ipixuna";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130185;"Iranduba";26,9230769230769;5;25;20;"Sim";-6,9;"ALCANÇOU"
"AM";130190;"Itacoatiara";26,6666666666667;20;50;40;"Não";13,3;"NÃO ALCANÇOU"
"AM";130195;"Itamarati";0;0;1;0;"Sim";0;"ALCANÇOU"
"AM";130200;"Itapiranga";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130210;"Japurá";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AM";130220;"Juruá";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130230;"Jutaí";16,6666666666667;0;2;0;"Sim";-16,7;"ALCANÇOU"
"AM";130240;"Lábrea";0;0;5;0;"Sim";0;"ALCANÇOU"
"AM";130250;"Manacapuru";25;10;40;25;"Não";0;"NÃO ALCANÇOU"
"AM";130255;"Manaquiri";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"AM";130260;"Manaus";27,6875;455;1541;29,5262816353017;"Não";1,8;"NÃO ALCANÇOU"
"AM";130270;"Manicoré";60;0;3;0;"Sim";-60;"ALCANÇOU"
"AM";130280;"Maraã";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AM";130290;"Maués";42,8571428571428;4;7;57,1428571428571;"Não";14,3;"NÃO ALCANÇOU"
"AM";130300;"Nhamundá";60;1;3;33,3333333333333;"Sim";-26,7;"ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";0;3;9;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"AM";130320;"Novo Airão";28,5714285714286;3;11;27,2727272727273;"Sim";-1,3;"ALCANÇOU"
"AM";130330;"Novo Aripuanã";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AM";130340;"Parintins";31,7460317460317;28;74;37,8378378378378;"Não";6,1;"NÃO ALCANÇOU"
"AM";130350;"Pauini";100;0;0;0;"Sim";-100;"ALCANÇOU"
"AM";130353;"Presidente Figueiredo";14,2857142857143;2;9;22,2222222222222;"Não";7,9;"NÃO ALCANÇOU"
"AM";130356;"Rio Preto da Eva";0;4;5;80;"Não";80;"NÃO ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";50;1;6;16,6666666666667;"Sim";-33,3;"ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"AM";130390;"São Paulo de Olivença";40;1;9;11,1111111111111;"Sim";-28,9;"ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";100;1;2;50;"Sim";-50;"ALCANÇOU"
"AM";130400;"Silves";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130406;"Tabatinga";35,4838709677419;12;33;36,3636363636364;"Não";0,9;"NÃO ALCANÇOU"
"AM";130410;"Tapauá";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130420;"Tefé";40;4;22;18,1818181818182;"Sim";-21,8;"ALCANÇOU"
"AM";130423;"Tonantins";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130426;"Uarini";20;0;2;0;"Sim";-20;"ALCANÇOU"
"AM";130430;"Urucará";28,5714285714286;0;1;0;"Sim";-28,6;"ALCANÇOU"
"AM";130440;"Urucurituba";100;1;2;50;"Sim";-50;"ALCANÇOU"
"RR";140002;"Amajari";100;0;2;0;"Sim";-100;"ALCANÇOU"
"RR";140005;"Alto Alegre";0;0;3;0;"Sim";0;"ALCANÇOU"
"RR";140010;"Boa Vista";28,4697508896797;64;204;31,3725490196078;"Não";2,9;"NÃO ALCANÇOU"
"RR";140015;"Bonfim";25;0;6;0;"Sim";-25;"ALCANÇOU"
"RR";140017;"Cantá";14,2857142857143;1;3;33,3333333333333;"Não";19;"NÃO ALCANÇOU"
"RR";140020;"Caracaraí";33,3333333333333;2;5;40;"Não";6,7;"NÃO ALCANÇOU"
"RR";140023;"Caroebe";33,3333333333333;0;2;0;"Sim";-33,3;"ALCANÇOU"
"RR";140028;"Iracema";0;0;2;0;"Sim";0;"ALCANÇOU"
"RR";140030;"Mucajaí";14,2857142857143;1;3;33,3333333333333;"Não";19;"NÃO ALCANÇOU"
"RR";140040;"Normandia";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RR";140045;"Pacaraima";41,1764705882353;2;9;22,2222222222222;"Sim";-19;"ALCANÇOU"
"RR";140047;"Rorainópolis";50;3;11;27,2727272727273;"Sim";-22,7;"ALCANÇOU"
"RR";140050;"São João da Baliza";0;0;1;0;"Sim";0;"ALCANÇOU"
"RR";140060;"São Luiz";0;1;5;20;"Não";20;"NÃO ALCANÇOU"
"RR";140070;"Uiramutã";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"PA";150010;"Abaetetuba";20,6896551724138;13;32;40,625;"Não";19,9;"NÃO ALCANÇOU"
"PA";150013;"Abel Figueiredo";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150020;"Acará";20;4;9;44,4444444444444;"Não";24,4;"NÃO ALCANÇOU"
"PA";150030;"Afuá";66,6666666666667;1;2;50;"Sim";-16,7;"ALCANÇOU"
"PA";150034;"Água Azul do Norte";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150040;"Alenquer";60;1;2;50;"Sim";-10;"ALCANÇOU"
"PA";150050;"Almeirim";0;3;6;50;"Não";50;"NÃO ALCANÇOU"
"PA";150060;"Altamira";37,5;19;51;37,2549019607843;"Não";-0,25;"NÃO ALCANÇOU"
"PA";150070;"Anajás";100;0;2;0;"Sim";-100;"ALCANÇOU"
"PA";150080;"Ananindeua";30,9352517985611;78;263;29,6577946768061;"Sim";-1,3;"ALCANÇOU"
"PA";150085;"Anapu";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150090;"Augusto Corrêa";40;1;9;11,1111111111111;"Sim";-28,9;"ALCANÇOU"
"PA";150095;"Aurora do Pará";0;1;7;14,2857142857143;"Não";14,3;"NÃO ALCANÇOU"
"PA";150100;"Aveiro";100;0;0;0;"Sim";-100;"ALCANÇOU"
"PA";150110;"Bagre";40;0;3;0;"Sim";-40;"ALCANÇOU"
"PA";150120;"Baião";50;3;10;30;"Sim";-20;"ALCANÇOU"
"PA";150125;"Bannach";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150130;"Barcarena";27,8688524590164;22;61;36,0655737704918;"Não";8,2;"NÃO ALCANÇOU"
"PA";150140;"Belém";27,3542600896861;259;819;31,6239316239316;"Não";4,3;"NÃO ALCANÇOU"
"PA";150145;"Belterra";60;4;6;66,6666666666667;"Não";6,7;"NÃO ALCANÇOU"
"PA";150150;"Benevides";20;7;25;28;"Não";8;"NÃO ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";33,3333333333333;3;6;50;"Não";16,7;"NÃO ALCANÇOU"
"PA";150160;"Bonito";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150170;"Bragança";33,3333333333333;23;53;43,3962264150943;"Não";10,1;"NÃO ALCANÇOU"
"PA";150172;"Brasil Novo";25;0;1;0;"Sim";-25;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150178;"Breu Branco";58,3333333333333;4;11;36,3636363636364;"Sim";-22;"ALCANÇOU"
"PA";150180;"Breves";23,0769230769231;6;24;25;"Não";1,9;"NÃO ALCANÇOU"
"PA";150190;"Bujaru";33,3333333333333;1;4;25;"Sim";-8,3;"ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";50;5;10;50;"Não";0;"NÃO ALCANÇOU"
"PA";150200;"Cachoeira do Arari";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150210;"Cametá";0;2;15;13,3333333333333;"Não";13,3;"NÃO ALCANÇOU"
"PA";150215;"Canaã dos Carajás";26,4705882352941;16;45;35,5555555555556;"Não";9,1;"NÃO ALCANÇOU"
"PA";150220;"Capanema";22,5;4;31;12,9032258064516;"Sim";-9,6;"ALCANÇOU"
"PA";150230;"Capitão Poço";50;4;9;44,4444444444444;"Sim";-5,6;"ALCANÇOU"
"PA";150240;"Castanhal";34,9206349206349;40;135;29,6296296296296;"Sim";-5,3;"ALCANÇOU"
"PA";150250;"Chaves";100;1;3;33,3333333333333;"Sim";-66,7;"ALCANÇOU"
"PA";150260;"Colares";16,6666666666667;1;4;25;"Não";8,3;"NÃO ALCANÇOU"
"PA";150270;"Conceição do Araguaia";25;0;5;0;"Sim";-25;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";0;2;2;100;"Não";100;"NÃO ALCANÇOU"
"PA";150276;"Cumaru do Norte";0;2;5;40;"Não";40;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";37,5;1;5;20;"Sim";-17,5;"ALCANÇOU"
"PA";150280;"Curralinho";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150285;"Curuá";42,8571428571428;1;3;33,3333333333333;"Sim";-9,5;"ALCANÇOU"
"PA";150290;"Curuçá";18,1818181818182;5;13;38,4615384615385;"Não";20,3;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";50;3;11;27,2727272727273;"Sim";-22,7;"ALCANÇOU"
"PA";150295;"Eldorado do Carajás";50;1;10;10;"Sim";-40;"ALCANÇOU"
"PA";150300;"Faro";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"PA";150304;"Floresta do Araguaia";0;1;6;16,6666666666667;"Não";16,7;"NÃO ALCANÇOU"
"PA";150307;"Garrafão do Norte";42,8571428571428;6;7;85,7142857142857;"Não";42,9;"NÃO ALCANÇOU"
"PA";150309;"Goianésia do Pará";16,6666666666667;3;7;42,8571428571428;"Não";26,2;"NÃO ALCANÇOU"
"PA";150310;"Gurupá";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150320;"Igarapé-Açu";16,6666666666667;8;16;50;"Não";33,3;"NÃO ALCANÇOU"
"PA";150330;"Igarapé-Miri";0;6;11;54,5454545454545;"Não";54,5;"NÃO ALCANÇOU"
"PA";150340;"Inhangapi";0;1;4;25;"Não";25;"NÃO ALCANÇOU"
"PA";150345;"Ipixuna do Pará";0;4;6;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PA";150350;"Irituia";100;0;4;0;"Sim";-100;"ALCANÇOU"
"PA";150360;"Itaituba";23,0769230769231;1;3;33,3333333333333;"Não";10,3;"NÃO ALCANÇOU"
"PA";150370;"Itupiranga";42,8571428571428;5;8;62,5;"Não";19,6;"NÃO ALCANÇOU"
"PA";150375;"Jacareacanga";50;0;1;0;"Sim";-50;"ALCANÇOU"
"PA";150380;"Jacundá";33,3333333333333;3;10;30;"Sim";-3,3;"ALCANÇOU"
"PA";150390;"Juruti";25;5;11;45,4545454545454;"Não";20,5;"NÃO ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150405;"Mãe do Rio";40;3;9;33,3333333333333;"Sim";-6,7;"ALCANÇOU"
"PA";150410;"Magalhães Barata";75;2;4;50;"Sim";-25;"ALCANÇOU"
"PA";150420;"Marabá";36,0655737704918;42;149;28,1879194630873;"Sim";-7,9;"ALCANÇOU"
"PA";150430;"Maracanã";20;2;8;25;"Não";5;"NÃO ALCANÇOU"
"PA";150440;"Marapanim";28,5714285714286;3;7;42,8571428571428;"Não";14,3;"NÃO ALCANÇOU"
"PA";150442;"Marituba";16,6666666666667;26;61;42,6229508196721;"Não";26;"NÃO ALCANÇOU"
"PA";150445;"Medicilândia";0;3;8;37,5;"Não";37,5;"NÃO ALCANÇOU"
"PA";150450;"Melgaço";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150460;"Mocajuba";50;1;8;12,5;"Sim";-37,5;"ALCANÇOU"
"PA";150470;"Moju";35,7142857142857;7;24;29,1666666666667;"Sim";-6,5;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";50;2;4;50;"Não";0;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";42,1052631578947;2;6;33,3333333333333;"Sim";-8,8;"ALCANÇOU"
"PA";150490;"Muaná";12,5;3;8;37,5;"Não";25;"NÃO ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";20;0;5;0;"Sim";-20;"ALCANÇOU"
"PA";150497;"Nova Ipixuna";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150500;"Nova Timboteua";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150503;"Novo Progresso";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150506;"Novo Repartimento";45;0;17;0;"Sim";-45;"ALCANÇOU"
"PA";150510;"Óbidos";22,2222222222222;1;3;33,3333333333333;"Não";11,1;"NÃO ALCANÇOU"
"PA";150520;"Oeiras do Pará";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150530;"Oriximiná";50;0;3;0;"Sim";-50;"ALCANÇOU"
"PA";150540;"Ourém";66,6666666666667;2;6;33,3333333333333;"Sim";-33,3;"ALCANÇOU"
"PA";150543;"Ourilândia do Norte";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150548;"Pacajá";40;5;9;55,5555555555556;"Não";15,6;"NÃO ALCANÇOU"
"PA";150549;"Palestina do Pará";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150550;"Paragominas";31,7073170731707;9;47;19,1489361702128;"Sim";-12,6;"ALCANÇOU"
"PA";150553;"Parauapebas";32,8671328671329;39;123;31,7073170731707;"Sim";-1,2;"ALCANÇOU"
"PA";150555;"Pau D'Arco";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150560;"Peixe-Boi";66,6666666666667;0;2;0;"Sim";-66,7;"ALCANÇOU"
"PA";150563;"Piçarra";0;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PA";150565;"Placas";50;1;3;33,3333333333333;"Sim";-16,7;"ALCANÇOU"
"PA";150570;"Ponta de Pedras";33,3333333333333;3;8;37,5;"Não";4,2;"NÃO ALCANÇOU"
"PA";150580;"Portel";44,4444444444444;3;9;33,3333333333333;"Sim";-11,1;"ALCANÇOU"
"PA";150590;"Porto de Moz";0;1;5;20;"Não";20;"NÃO ALCANÇOU"
"PA";150600;"Prainha";40;1;5;20;"Sim";-20;"ALCANÇOU"
"PA";150610;"Primavera";25;2;2;100;"Não";75;"NÃO ALCANÇOU"
"PA";150611;"Quatipuru";0;4;9;44,4444444444444;"Não";44,4;"NÃO ALCANÇOU"
"PA";150613;"Redenção";20,8333333333333;19;41;46,3414634146341;"Não";25,5;"NÃO ALCANÇOU"
"PA";150616;"Rio Maria";25;0;1;0;"Sim";-25;"ALCANÇOU"
"PA";150618;"Rondon do Pará";50;2;8;25;"Sim";-25;"ALCANÇOU"
"PA";150619;"Rurópolis";0;2;6;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150620;"Salinópolis";16,6666666666667;8;40;20;"Não";3,3;"NÃO ALCANÇOU"
"PA";150630;"Salvaterra";0;4;12;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";33,3333333333333;1;2;50;"Não";16,7;"NÃO ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";33,3333333333333;0;0;0;"Sim";-33,3;"ALCANÇOU"
"PA";150650;"Santa Izabel do Pará";40;12;42;28,5714285714286;"Sim";-11,4;"ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";25;1;5;20;"Sim";-5;"ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150660;"Santa Maria do Pará";33,3333333333333;3;6;50;"Não";16,7;"NÃO ALCANÇOU"
"PA";150670;"Santana do Araguaia";0;3;12;25;"Não";25;"NÃO ALCANÇOU"
"PA";150680;"Santarém";26,0869565217391;81;223;36,322869955157;"Não";10,2;"NÃO ALCANÇOU"
"PA";150690;"Santarém Novo";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";33,3333333333333;2;6;33,3333333333333;"Não";0;"NÃO ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";66,6666666666667;1;4;25;"Sim";-41,7;"ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";33,3333333333333;1;3;33,3333333333333;"Não";0;"NÃO ALCANÇOU"
"PA";150720;"São Domingos do Capim";100;2;6;33,3333333333333;"Sim";-66,7;"ALCANÇOU"
"PA";150730;"São Félix do Xingu";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150740;"São Francisco do Pará";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";100;1;6;16,6666666666667;"Sim";-83,3;"ALCANÇOU"
"PA";150746;"São João da Ponta";83,3333333333333;1;1;100;"Não";16,7;"NÃO ALCANÇOU"
"PA";150747;"São João de Pirabas";33,3333333333333;5;14;35,7142857142857;"Não";2,4;"NÃO ALCANÇOU"
"PA";150750;"São João do Araguaia";66,6666666666667;0;0;0;"Sim";-66,7;"ALCANÇOU"
"PA";150760;"São Miguel do Guamá";50;4;15;26,6666666666667;"Sim";-23,3;"ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";50;3;9;33,3333333333333;"Sim";-16,7;"ALCANÇOU"
"PA";150775;"Sapucaia";100;1;1;100;"Não";0;"NÃO ALCANÇOU"
"PA";150780;"Senador José Porfírio";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"PA";150790;"Soure";22,7272727272727;1;16;6,25;"Sim";-16,5;"ALCANÇOU"
"PA";150795;"Tailândia";37,037037037037;10;30;33,3333333333333;"Sim";-3,7;"ALCANÇOU"
"PA";150796;"Terra Alta";33,3333333333333;1;5;20;"Sim";-13,3;"ALCANÇOU"
"PA";150797;"Terra Santa";50;0;0;0;"Sim";-50;"ALCANÇOU"
"PA";150800;"Tomé-Açu";50;6;26;23,0769230769231;"Sim";-26,9;"ALCANÇOU"
"PA";150803;"Tracuateua";20;1;2;50;"Não";30;"NÃO ALCANÇOU"
"PA";150805;"Trairão";28,5714285714286;0;0;0;"Sim";-28,6;"ALCANÇOU"
