"UF";"COD_MUN";"NOME_MUN";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"PB";251570;"Serra Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251580;"Serra Redonda";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251590;"Serraria";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251593;"Sertãozinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251597;"Sobrado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251600;"Solânea";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251610;"Soledade";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251615;"Sossêgo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251620;"Sousa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251630;"Sumé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251640;"Tacima";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251650;"Taperoá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251660;"Tavares";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251670;"Teixeira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251675;"Tenório";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251680;"Triunfo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251690;"Uiraúna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251700;"Umbuzeiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251710;"Várzea";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251720;"Vieirópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PB";251740;"Zabelê";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260005;"Abreu e Lima";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260010;"Afogados da Ingazeira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260020;"Afrânio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260030;"Agrestina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260040;"Água Preta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260050;"Águas Belas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260060;"Alagoinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260070;"Aliança";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260080;"Altinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260090;"Amaraji";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260100;"Angelim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260105;"Araçoiaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260110;"Araripina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260120;"Arcoverde";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260130;"Barra de Guabiraba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260140;"Barreiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260150;"Belém de Maria";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260160;"Belém do São Francisco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260170;"Belo Jardim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260180;"Betânia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260190;"Bezerros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260200;"Bodocó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260210;"Bom Conselho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260220;"Bom Jardim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260230;"Bonito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260240;"Brejão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260250;"Brejinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260260;"Brejo da Madre de Deus";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260270;"Buenos Aires";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260280;"Buíque";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260290;"Cabo de Santo Agostinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260300;"Cabrobó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260310;"Cachoeirinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260320;"Caetés";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260330;"Calçado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260340;"Calumbi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260345;"Camaragibe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260350;"Camocim de São Félix";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260360;"Camutanga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260370;"Canhotinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260380;"Capoeiras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260390;"Carnaíba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260392;"Carnaubeira da Penha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260400;"Carpina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260410;"Caruaru";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260415;"Casinhas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260420;"Catende";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260430;"Cedro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260440;"Chã de Alegria";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260450;"Chã Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260460;"Condado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260470;"Correntes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260480;"Cortês";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260490;"Cumaru";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260500;"Cupira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260510;"Custódia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260515;"Dormentes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260520;"Escada";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260530;"Exu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260540;"Feira Nova";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260550;"Ferreiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260560;"Flores";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260570;"Floresta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260580;"Frei Miguelinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260590;"Gameleira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260600;"Garanhuns";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260610;"Glória do Goitá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260620;"Goiana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260630;"Granito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260640;"Gravatá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260650;"Iati";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260660;"Ibimirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260670;"Ibirajuba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260680;"Igarassu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260690;"Iguaracy";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260700;"Inajá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260710;"Ingazeira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260720;"Ipojuca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260730;"Ipubi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260740;"Itacuruba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260750;"Itaíba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260760;"Ilha de Itamaracá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260765;"Itambé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260770;"Itapetim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260775;"Itapissuma";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260780;"Itaquitinga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260790;"Jaboatão dos Guararapes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260795;"Jaqueira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260800;"Jataúba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260805;"Jatobá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260810;"João Alfredo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260820;"Joaquim Nabuco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260825;"Jucati";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260830;"Jupi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260840;"Jurema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260845;"Lagoa do Carro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260850;"Lagoa de Itaenga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260860;"Lagoa do Ouro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260870;"Lagoa dos Gatos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260875;"Lagoa Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260880;"Lajedo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260890;"Limoeiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260900;"Macaparana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260910;"Machados";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260915;"Manari";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260920;"Maraial";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260930;"Mirandiba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260940;"Moreno";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260950;"Nazaré da Mata";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260960;"Olinda";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260970;"Orobó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260980;"Orocó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";260990;"Ouricuri";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261000;"Palmares";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261010;"Palmeirina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261020;"Panelas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261030;"Paranatama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261040;"Parnamirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261050;"Passira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261060;"Paudalho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261070;"Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261080;"Pedra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261090;"Pesqueira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261100;"Petrolândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261110;"Petrolina";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"PE";261120;"Poção";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261130;"Pombos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261140;"Primavera";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261150;"Quipapá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261153;"Quixaba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261160;"Recife";;3;9;33,33;"Não";33,3;"NÃO ALCANÇOU"
"PE";261170;"Riacho das Almas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261180;"Ribeirão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261190;"Rio Formoso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261200;"Sairé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261210;"Salgadinho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261220;"Salgueiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261230;"Saloá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261240;"Sanharó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261245;"Santa Cruz";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261247;"Santa Cruz da Baixa Verde";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261250;"Santa Cruz do Capibaribe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261255;"Santa Filomena";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261260;"Santa Maria da Boa Vista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261270;"Santa Maria do Cambucá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261280;"Santa Terezinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261290;"São Benedito do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261300;"São Bento do Una";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261310;"São Caitano";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261320;"São João";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261330;"São Joaquim do Monte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261340;"São José da Coroa Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261350;"São José do Belmonte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261360;"São José do Egito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261370;"São Lourenço da Mata";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261380;"São Vicente Ferrer";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261390;"Serra Talhada";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261400;"Serrita";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261410;"Sertânia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261420;"Sirinhaém";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261430;"Moreilândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261440;"Solidão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261450;"Surubim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261460;"Tabira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261470;"Tacaimbó";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261480;"Tacaratu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261485;"Tamandaré";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261500;"Taquaritinga do Norte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261510;"Terezinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261520;"Terra Nova";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261530;"Timbaúba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261540;"Toritama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261550;"Tracunhaém";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261560;"Trindade";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261570;"Triunfo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261580;"Tupanatinga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261590;"Tuparetama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261600;"Venturosa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261610;"Verdejante";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261618;"Vertente do Lério";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261620;"Vertentes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261630;"Vicência";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261640;"Vitória de Santo Antão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"PE";261650;"Xexéu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270010;"Água Branca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270020;"Anadia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270030;"Arapiraca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270040;"Atalaia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270050;"Barra de Santo Antônio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270060;"Barra de São Miguel";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270070;"Batalha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270080;"Belém";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270090;"Belo Monte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270100;"Boca da Mata";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270110;"Branquinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270120;"Cacimbinhas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270130;"Cajueiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270135;"Campestre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270140;"Campo Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270150;"Campo Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270160;"Canapi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270170;"Capela";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270180;"Carneiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270190;"Chã Preta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270200;"Coité do Nóia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270210;"Colônia Leopoldina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270220;"Coqueiro Seco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270230;"Coruripe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270235;"Craíbas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270240;"Delmiro Gouveia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270250;"Dois Riachos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270255;"Estrela de Alagoas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270260;"Feira Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270270;"Feliz Deserto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270280;"Flexeiras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270290;"Girau do Ponciano";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270300;"Ibateguara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270310;"Igaci";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270320;"Igreja Nova";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270330;"Inhapi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270340;"Jacaré dos Homens";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270350;"Jacuípe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270360;"Japaratinga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270370;"Jaramataia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270375;"Jequiá da Praia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270380;"Joaquim Gomes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270390;"Jundiá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270400;"Junqueiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270410;"Lagoa da Canoa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270420;"Limoeiro de Anadia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270430;"Maceió";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270440;"Major Isidoro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270450;"Maragogi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270460;"Maravilha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270470;"Marechal Deodoro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270480;"Maribondo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270490;"Mar Vermelho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270500;"Mata Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270510;"Matriz de Camaragibe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270520;"Messias";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270530;"Minador do Negrão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270540;"Monteirópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270550;"Murici";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270560;"Novo Lino";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270570;"Olho d'Água das Flores";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270580;"Olho d'Água do Casado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270590;"Olho d'Água Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270600;"Olivença";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270610;"Ouro Branco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270620;"Palestina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270630;"Palmeira dos Índios";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270640;"Pão de Açúcar";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270642;"Pariconha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270644;"Paripueira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270650;"Passo de Camaragibe";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270660;"Paulo Jacinto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270670;"Penedo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270680;"Piaçabuçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270690;"Pilar";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270700;"Pindoba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270710;"Piranhas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270720;"Poço das Trincheiras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270730;"Porto Calvo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270740;"Porto de Pedras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270750;"Porto Real do Colégio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270760;"Quebrangulo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270770;"Rio Largo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270780;"Roteiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270790;"Santa Luzia do Norte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270800;"Santana do Ipanema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270810;"Santana do Mundaú";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270820;"São Brás";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270830;"São José da Laje";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"AL";270840;"São José da Tapera";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
