"UF";"COD_MUN";"NOME_MUN";"RES_2024";"NUM_2025";"DEN_2025";"RES_2025";"ALCANCOU A META?";"RES";"METAS"
"RO";110001;"Alta Floresta D'Oeste";0;0;8;0;"Sim";0;"ALCANÇOU"
"RO";110002;"Ariquemes";5,95238095238095;9;71;12,6760563380282;"Não";6,7;"NÃO ALCANÇOU"
"RO";110003;"Cabixi";0;0;2;0;"Sim";0;"ALCANÇOU"
"RO";110004;"Cacoal";0;0;58;0;"Sim";0;"ALCANÇOU"
"RO";110005;"Cerejeiras";0;1;18;5,55555555555556;"Não";5,6;"NÃO ALCANÇOU"
"RO";110006;"Colorado do Oeste";0;0;6;0;"Sim";0;"ALCANÇOU"
"RO";110007;"Corumbiara";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110008;"Costa Marques";8,33333333333333;0;9;0;"Sim";-8,3;"ALCANÇOU"
"RO";110009;"Espigão D'Oeste";23,0769230769231;1;5;20;"Sim";-3,1;"ALCANÇOU"
"RO";110010;"Guajará-Mirim";15,7894736842105;2;22;9,09090909090909;"Sim";-6,7;"ALCANÇOU"
"RO";110011;"Jaru";3,44827586206897;0;18;0;"Sim";-3,4;"ALCANÇOU"
"RO";110012;"Ji-Paraná";0;2;55;3,63636363636364;"Não";3,6;"NÃO ALCANÇOU"
"RO";110013;"Machadinho D'Oeste";12,5;2;15;13,3333333333333;"Não";0,8;"NÃO ALCANÇOU"
"RO";110014;"Nova Brasilândia D'Oeste";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110015;"Ouro Preto do Oeste";0;0;19;0;"Sim";0;"ALCANÇOU"
"RO";110018;"Pimenta Bueno";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110020;"Porto Velho";6,94864048338369;21;337;6,23145400593472;"Não";-0,72;"NÃO ALCANÇOU"
"RO";110025;"Presidente Médici";14,2857142857143;0;7;0;"Sim";-14,3;"ALCANÇOU"
"RO";110026;"Rio Crespo";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"RO";110028;"Rolim de Moura";0;0;21;0;"Sim";0;"ALCANÇOU"
"RO";110029;"Santa Luzia D'Oeste";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110030;"Vilhena";2,63157894736842;0;83;0;"Sim";-2,6;"ALCANÇOU"
"RO";110032;"São Miguel do Guaporé";0;0;7;0;"Sim";0;"ALCANÇOU"
"RO";110033;"Nova Mamoré";11,7647058823529;1;6;16,6666666666667;"Não";4,9;"NÃO ALCANÇOU"
"RO";110034;"Alvorada D'Oeste";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110037;"Alto Alegre dos Parecis";0;0;1;0;"Sim";0;"ALCANÇOU"
"RO";110040;"Alto Paraíso";0;0;4;0;"Sim";0;"ALCANÇOU"
"RO";110045;"Buritis";4;1;20;5;"Não";1;"NÃO ALCANÇOU"
"RO";110050;"Novo Horizonte do Oeste";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110060;"Cacaulândia";0;0;2;0;"Sim";0;"ALCANÇOU"
"RO";110070;"Campo Novo de Rondônia";0;0;5;0;"Sim";0;"ALCANÇOU"
"RO";110080;"Candeias do Jamari";0;2;18;11,1111111111111;"Não";11,1;"NÃO ALCANÇOU"
"RO";110090;"Castanheiras";0;0;2;0;"Sim";0;"ALCANÇOU"
"RO";110092;"Chupinguaia";0;0;13;0;"Sim";0;"ALCANÇOU"
"RO";110094;"Cujubim";0;1;12;8,33333333333333;"Não";8,3;"NÃO ALCANÇOU"
"RO";110100;"Governador Jorge Teixeira";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RO";110110;"Itapuã do Oeste";0;1;5;20;"Não";20;"NÃO ALCANÇOU"
"RO";110120;"Ministro Andreazza";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RO";110130;"Mirante da Serra";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110140;"Monte Negro";0;0;7;0;"Sim";0;"ALCANÇOU"
"RO";110143;"Nova União";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110145;"Parecis";0;1;0;0;"Sim";0;"ALCANÇOU"
"RO";110146;"Pimenteiras do Oeste";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110147;"Primavera de Rondônia";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110148;"São Felipe D'Oeste";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110149;"São Francisco do Guaporé";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110150;"Seringueiras";0;0;4;0;"Sim";0;"ALCANÇOU"
"RO";110155;"Teixeirópolis";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110160;"Theobroma";0;0;0;0;"Sim";0;"ALCANÇOU"
"RO";110170;"Urupá";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110175;"Vale do Anari";0;0;3;0;"Sim";0;"ALCANÇOU"
"RO";110180;"Vale do Paraíso";0;0;1;0;"Sim";0;"ALCANÇOU"
"AC";120001;"Acrelândia";0;1;5;20;"Não";20;"NÃO ALCANÇOU"
"AC";120005;"Assis Brasil";133,333333333333;1;2;50;"Sim";-83,3;"ALCANÇOU"
"AC";120010;"Brasiléia";9,09090909090909;1;18;5,55555555555556;"Sim";-3,5;"ALCANÇOU"
"AC";120013;"Bujari";25;5;12;41,6666666666667;"Não";16,7;"NÃO ALCANÇOU"
"AC";120017;"Capixaba";0;2;2;100;"Não";100;"NÃO ALCANÇOU"
"AC";120020;"Cruzeiro do Sul";0;2;40;5;"Não";5;"NÃO ALCANÇOU"
"AC";120025;"Epitaciolândia";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"AC";120030;"Feijó";13,0434782608696;3;34;8,82352941176471;"Sim";-4,2;"ALCANÇOU"
"AC";120032;"Jordão";0;0;3;0;"Sim";0;"ALCANÇOU"
"AC";120033;"Mâncio Lima";16,6666666666667;0;5;0;"Sim";-16,7;"ALCANÇOU"
"AC";120034;"Manoel Urbano";0;0;3;0;"Sim";0;"ALCANÇOU"
"AC";120035;"Marechal Thaumaturgo";0;0;2;0;"Sim";0;"ALCANÇOU"
"AC";120038;"Plácido de Castro";40;1;6;16,6666666666667;"Sim";-23,3;"ALCANÇOU"
"AC";120039;"Porto Walter";0;0;3;0;"Sim";0;"ALCANÇOU"
"AC";120040;"Rio Branco";14,7482014388489;38;256;14,84375;"Não";0,1;"NÃO ALCANÇOU"
"AC";120042;"Rodrigues Alves";0;0;0;0;"Sim";0;"ALCANÇOU"
"AC";120043;"Santa Rosa do Purus";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AC";120045;"Senador Guiomard";53,3333333333333;2;11;18,1818181818182;"Sim";-35,2;"ALCANÇOU"
"AC";120050;"Sena Madureira";20;3;11;27,2727272727273;"Não";7,3;"NÃO ALCANÇOU"
"AC";120060;"Tarauacá";11,1111111111111;0;36;0;"Sim";-11,1;"ALCANÇOU"
"AC";120070;"Xapuri";0;4;18;22,2222222222222;"Não";22,2;"NÃO ALCANÇOU"
"AC";120080;"Porto Acre";21,7391304347826;2;19;10,5263157894737;"Sim";-11,2;"ALCANÇOU"
"AM";130002;"Alvarães";100;0;5;0;"Sim";-100;"ALCANÇOU"
"AM";130006;"Amaturá";0;0;3;0;"Sim";0;"ALCANÇOU"
"AM";130008;"Anamã";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130010;"Anori";100;1;4;25;"Sim";-75;"ALCANÇOU"
"AM";130014;"Apuí";0;1;4;25;"Não";25;"NÃO ALCANÇOU"
"AM";130020;"Atalaia do Norte";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AM";130030;"Autazes";43,3333333333333;6;21;28,5714285714286;"Sim";-14,8;"ALCANÇOU"
"AM";130040;"Barcelos";0;1;0;0;"Sim";0;"ALCANÇOU"
"AM";130050;"Barreirinha";0;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"AM";130060;"Benjamin Constant";33,3333333333333;0;2;0;"Sim";-33,3;"ALCANÇOU"
"AM";130063;"Beruri";66,6666666666667;0;4;0;"Sim";-66,7;"ALCANÇOU"
"AM";130068;"Boa Vista do Ramos";0;1;0;0;"Sim";0;"ALCANÇOU"
"AM";130070;"Boca do Acre";25;6;13;46,1538461538462;"Não";21,2;"NÃO ALCANÇOU"
"AM";130080;"Borba";0;1;5;20;"Não";20;"NÃO ALCANÇOU"
"AM";130083;"Caapiranga";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130090;"Canutama";0;2;7;28,5714285714286;"Não";28,6;"NÃO ALCANÇOU"
"AM";130100;"Carauari";13,6363636363636;4;15;26,6666666666667;"Não";13;"NÃO ALCANÇOU"
"AM";130110;"Careiro";16,6666666666667;3;4;75;"Não";58,3;"NÃO ALCANÇOU"
"AM";130115;"Careiro da Várzea";0;1;4;25;"Não";25;"NÃO ALCANÇOU"
"AM";130120;"Coari";11,1111111111111;5;19;26,3157894736842;"Não";15,2;"NÃO ALCANÇOU"
"AM";130130;"Codajás";0;2;6;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"AM";130140;"Eirunepé";25;5;22;22,7272727272727;"Sim";-2,3;"ALCANÇOU"
"AM";130150;"Envira";14,2857142857143;4;19;21,0526315789474;"Não";6,8;"NÃO ALCANÇOU"
"AM";130160;"Fonte Boa";0;2;4;50;"Não";50;"NÃO ALCANÇOU"
"AM";130165;"Guajará";37,5;1;8;12,5;"Sim";-25;"ALCANÇOU"
"AM";130170;"Humaitá";11,1111111111111;6;16;37,5;"Não";26,4;"NÃO ALCANÇOU"
"AM";130180;"Ipixuna";0;0;4;0;"Sim";0;"ALCANÇOU"
"AM";130185;"Iranduba";46,1538461538462;7;14;50;"Não";3,8;"NÃO ALCANÇOU"
"AM";130190;"Itacoatiara";17,8571428571429;10;27;37,037037037037;"Não";19,2;"NÃO ALCANÇOU"
"AM";130195;"Itamarati";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130200;"Itapiranga";66,6666666666667;0;3;0;"Sim";-66,7;"ALCANÇOU"
"AM";130210;"Japurá";0;0;3;0;"Sim";0;"ALCANÇOU"
"AM";130220;"Juruá";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"AM";130230;"Jutaí";50;0;3;0;"Sim";-50;"ALCANÇOU"
"AM";130240;"Lábrea";24,1379310344828;7;34;20,5882352941176;"Sim";-3,5;"ALCANÇOU"
"AM";130250;"Manacapuru";30,2325581395349;14;45;31,1111111111111;"Não";0,9;"NÃO ALCANÇOU"
"AM";130255;"Manaquiri";100;1;4;25;"Sim";-75;"ALCANÇOU"
"AM";130260;"Manaus";20,2746893394375;355;1609;22,0633934120572;"Não";1,8;"NÃO ALCANÇOU"
"AM";130270;"Manicoré";0;0;9;0;"Sim";0;"ALCANÇOU"
"AM";130280;"Maraã";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AM";130290;"Maués";0;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"AM";130300;"Nhamundá";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"AM";130310;"Nova Olinda do Norte";22,2222222222222;1;6;16,6666666666667;"Sim";-5,6;"ALCANÇOU"
"AM";130320;"Novo Airão";0;1;6;16,6666666666667;"Não";16,7;"NÃO ALCANÇOU"
"AM";130330;"Novo Aripuanã";0;0;7;0;"Sim";0;"ALCANÇOU"
"AM";130340;"Parintins";20;3;40;7,5;"Sim";-12,5;"ALCANÇOU"
"AM";130350;"Pauini";0;2;7;28,5714285714286;"Não";28,6;"NÃO ALCANÇOU"
"AM";130353;"Presidente Figueiredo";16,6666666666667;0;5;0;"Sim";-16,7;"ALCANÇOU"
"AM";130356;"Rio Preto da Eva";57,1428571428571;4;13;30,7692307692308;"Sim";-26,4;"ALCANÇOU"
"AM";130360;"Santa Isabel do Rio Negro";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130370;"Santo Antônio do Içá";0;0;3;0;"Sim";0;"ALCANÇOU"
"AM";130380;"São Gabriel da Cachoeira";0;0;1;0;"Sim";0;"ALCANÇOU"
"AM";130390;"São Paulo de Olivença";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130395;"São Sebastião do Uatumã";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130400;"Silves";50;2;3;66,6666666666667;"Não";16,7;"NÃO ALCANÇOU"
"AM";130406;"Tabatinga";16,6666666666667;0;4;0;"Sim";-16,7;"ALCANÇOU"
"AM";130410;"Tapauá";0;0;3;0;"Sim";0;"ALCANÇOU"
"AM";130420;"Tefé";0;2;17;11,7647058823529;"Não";11,8;"NÃO ALCANÇOU"
"AM";130423;"Tonantins";0;0;0;0;"Sim";0;"ALCANÇOU"
"AM";130426;"Uarini";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130430;"Urucará";0;0;2;0;"Sim";0;"ALCANÇOU"
"AM";130440;"Urucurituba";0;0;0;0;"Sim";0;"ALCANÇOU"
"RR";140002;"Amajari";100;1;3;33,3333333333333;"Sim";-66,7;"ALCANÇOU"
"RR";140005;"Alto Alegre";25;1;2;50;"Não";25;"NÃO ALCANÇOU"
"RR";140010;"Boa Vista";43,6046511627907;136;280;48,5714285714286;"Não";5;"NÃO ALCANÇOU"
"RR";140015;"Bonfim";50;2;6;33,3333333333333;"Sim";-16,7;"ALCANÇOU"
"RR";140017;"Cantá";44,4444444444444;4;6;66,6666666666667;"Não";22,2;"NÃO ALCANÇOU"
"RR";140020;"Caracaraí";40;0;4;0;"Sim";-40;"ALCANÇOU"
"RR";140023;"Caroebe";0;2;4;50;"Não";50;"NÃO ALCANÇOU"
"RR";140028;"Iracema";0;3;5;60;"Não";60;"NÃO ALCANÇOU"
"RR";140030;"Mucajaí";30;5;18;27,7777777777778;"Sim";-2,2;"ALCANÇOU"
"RR";140040;"Normandia";33,3333333333333;1;2;50;"Não";16,7;"NÃO ALCANÇOU"
"RR";140045;"Pacaraima";47,0588235294118;5;24;20,8333333333333;"Sim";-26,2;"ALCANÇOU"
"RR";140047;"Rorainópolis";50;7;8;87,5;"Não";37,5;"NÃO ALCANÇOU"
"RR";140050;"São João da Baliza";200;0;4;0;"Sim";-200;"ALCANÇOU"
"RR";140060;"São Luiz";50;0;3;0;"Sim";-50;"ALCANÇOU"
"RR";140070;"Uiramutã";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150010;"Abaetetuba";25,6410256410256;12;38;31,5789473684211;"Não";5,9;"NÃO ALCANÇOU"
"PA";150013;"Abel Figueiredo";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150020;"Acará";26,9230769230769;8;14;57,1428571428571;"Não";30,2;"NÃO ALCANÇOU"
"PA";150030;"Afuá";27,7777777777778;9;18;50;"Não";22,2;"NÃO ALCANÇOU"
"PA";150034;"Água Azul do Norte";42,8571428571429;1;3;33,3333333333333;"Sim";-9,5;"ALCANÇOU"
"PA";150040;"Alenquer";141,666666666667;22;21;104,761904761905;"Sim";-36,9;"ALCANÇOU"
"PA";150050;"Almeirim";0;3;9;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150060;"Altamira";23,0769230769231;11;23;47,8260869565217;"Não";24,7;"NÃO ALCANÇOU"
"PA";150070;"Anajás";12,9032258064516;8;23;34,7826086956522;"Não";21,9;"NÃO ALCANÇOU"
"PA";150080;"Ananindeua";53,5294117647059;115;215;53,4883720930233;"Não";-0,04;"NÃO ALCANÇOU"
"PA";150085;"Anapu";19,3548387096774;0;19;0;"Sim";-19,4;"ALCANÇOU"
"PA";150090;"Augusto Corrêa";31,5789473684211;3;34;8,82352941176471;"Sim";-22,8;"ALCANÇOU"
"PA";150095;"Aurora do Pará";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"PA";150100;"Aveiro";0;4;11;36,3636363636364;"Não";36,4;"NÃO ALCANÇOU"
"PA";150110;"Bagre";100;6;9;66,6666666666667;"Sim";-33,3;"ALCANÇOU"
"PA";150120;"Baião";6,25;7;22;31,8181818181818;"Não";25,6;"NÃO ALCANÇOU"
"PA";150125;"Bannach";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150130;"Barcarena";35,8024691358025;30;76;39,4736842105263;"Não";3,7;"NÃO ALCANÇOU"
"PA";150140;"Belém";48,0392156862745;423;852;49,6478873239437;"Não";1,6;"NÃO ALCANÇOU"
"PA";150145;"Belterra";0;1;4;25;"Não";25;"NÃO ALCANÇOU"
"PA";150150;"Benevides";33,3333333333333;16;38;42,1052631578947;"Não";8,8;"NÃO ALCANÇOU"
"PA";150157;"Bom Jesus do Tocantins";200;0;3;0;"Sim";-200;"ALCANÇOU"
"PA";150160;"Bonito";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150170;"Bragança";138,095238095238;27;40;67,5;"Sim";-70,6;"ALCANÇOU"
"PA";150172;"Brasil Novo";8,33333333333333;0;13;0;"Sim";-8,3;"ALCANÇOU"
"PA";150175;"Brejo Grande do Araguaia";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150178;"Breu Branco";11,1111111111111;2;29;6,89655172413793;"Sim";-4,2;"ALCANÇOU"
"PA";150180;"Breves";33,6842105263158;38;102;37,2549019607843;"Não";3,6;"NÃO ALCANÇOU"
"PA";150190;"Bujaru";69,2307692307692;6;18;33,3333333333333;"Sim";-35,9;"ALCANÇOU"
"PA";150195;"Cachoeira do Piriá";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150200;"Cachoeira do Arari";0;2;2;100;"Não";100;"NÃO ALCANÇOU"
"PA";150210;"Cametá";14,7058823529412;13;28;46,4285714285714;"Não";31,7;"NÃO ALCANÇOU"
"PA";150215;"Canaã dos Carajás";7,54716981132075;8;80;10;"Não";2,5;"NÃO ALCANÇOU"
"PA";150220;"Capanema";8,33333333333333;2;21;9,52380952380952;"Não";1,2;"NÃO ALCANÇOU"
"PA";150230;"Capitão Poço";56,25;7;21;33,3333333333333;"Sim";-22,9;"ALCANÇOU"
"PA";150240;"Castanhal";14,7727272727273;16;82;19,5121951219512;"Não";4,7;"NÃO ALCANÇOU"
"PA";150250;"Chaves";20;2;6;33,3333333333333;"Não";13,3;"NÃO ALCANÇOU"
"PA";150260;"Colares";0;2;8;25;"Não";25;"NÃO ALCANÇOU"
"PA";150270;"Conceição do Araguaia";33,3333333333333;3;16;18,75;"Sim";-14,6;"ALCANÇOU"
"PA";150275;"Concórdia do Pará";33,3333333333333;6;13;46,1538461538462;"Não";12,8;"NÃO ALCANÇOU"
"PA";150276;"Cumaru do Norte";66,6666666666667;3;2;150;"Não";83,3;"NÃO ALCANÇOU"
"PA";150277;"Curionópolis";7,69230769230769;2;13;15,3846153846154;"Não";7,7;"NÃO ALCANÇOU"
"PA";150280;"Curralinho";5;3;15;20;"Não";15;"NÃO ALCANÇOU"
"PA";150285;"Curuá";125;6;21;28,5714285714286;"Sim";-96,4;"ALCANÇOU"
"PA";150290;"Curuçá";60;6;10;60;"Não";0;"NÃO ALCANÇOU"
"PA";150293;"Dom Eliseu";7,14285714285714;3;8;37,5;"Não";30,4;"NÃO ALCANÇOU"
"PA";150295;"Eldorado do Carajás";36,3636363636364;7;21;33,3333333333333;"Sim";-3;"ALCANÇOU"
"PA";150300;"Faro";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150304;"Floresta do Araguaia";28,5714285714286;2;8;25;"Sim";-3,6;"ALCANÇOU"
"PA";150307;"Garrafão do Norte";40;5;14;35,7142857142857;"Sim";-4,3;"ALCANÇOU"
"PA";150309;"Goianésia do Pará";35,7142857142857;6;21;28,5714285714286;"Sim";-7,1;"ALCANÇOU"
"PA";150310;"Gurupá";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150320;"Igarapé-Açu";14,2857142857143;2;8;25;"Não";10,7;"NÃO ALCANÇOU"
"PA";150330;"Igarapé-Miri";28,5714285714286;5;15;33,3333333333333;"Não";4,8;"NÃO ALCANÇOU"
"PA";150340;"Inhangapi";0;1;4;25;"Não";25;"NÃO ALCANÇOU"
"PA";150345;"Ipixuna do Pará";23,5294117647059;5;14;35,7142857142857;"Não";12,2;"NÃO ALCANÇOU"
"PA";150350;"Irituia";60;1;6;16,6666666666667;"Sim";-43,3;"ALCANÇOU"
"PA";150360;"Itaituba";17,4603174603175;35;66;53,030303030303;"Não";35,6;"NÃO ALCANÇOU"
"PA";150370;"Itupiranga";5,55555555555556;4;18;22,2222222222222;"Não";16,7;"NÃO ALCANÇOU"
"PA";150375;"Jacareacanga";0;0;6;0;"Sim";0;"ALCANÇOU"
"PA";150380;"Jacundá";13,3333333333333;3;9;33,3333333333333;"Não";20;"NÃO ALCANÇOU"
"PA";150390;"Juruti";17,2413793103448;3;15;20;"Não";2,8;"NÃO ALCANÇOU"
"PA";150400;"Limoeiro do Ajuru";22,2222222222222;3;5;60;"Não";37,8;"NÃO ALCANÇOU"
"PA";150405;"Mãe do Rio";14,2857142857143;5;13;38,4615384615385;"Não";24,2;"NÃO ALCANÇOU"
"PA";150410;"Magalhães Barata";60;1;2;50;"Sim";-10;"ALCANÇOU"
"PA";150420;"Marabá";21,656050955414;33;140;23,5714285714286;"Não";1,9;"NÃO ALCANÇOU"
"PA";150430;"Maracanã";0;1;3;33,3333333333333;"Não";33,3;"NÃO ALCANÇOU"
"PA";150440;"Marapanim";0;2;1;200;"Não";200;"NÃO ALCANÇOU"
"PA";150442;"Marituba";35,7142857142857;25;79;31,6455696202532;"Sim";-4,1;"ALCANÇOU"
"PA";150445;"Medicilândia";20;4;17;23,5294117647059;"Não";3,5;"NÃO ALCANÇOU"
"PA";150450;"Melgaço";60;4;6;66,6666666666667;"Não";6,7;"NÃO ALCANÇOU"
"PA";150460;"Mocajuba";20;2;13;15,3846153846154;"Sim";-4,6;"ALCANÇOU"
"PA";150470;"Moju";20;5;48;10,4166666666667;"Sim";-9,6;"ALCANÇOU"
"PA";150475;"Mojuí dos Campos";0;4;2;200;"Não";200;"NÃO ALCANÇOU"
"PA";150480;"Monte Alegre";28,5714285714286;1;8;12,5;"Sim";-16,1;"ALCANÇOU"
"PA";150490;"Muaná";230;10;13;76,9230769230769;"Sim";-153,1;"ALCANÇOU"
"PA";150495;"Nova Esperança do Piriá";9,09090909090909;6;15;40;"Não";30,9;"NÃO ALCANÇOU"
"PA";150497;"Nova Ipixuna";33,3333333333333;2;4;50;"Não";16,7;"NÃO ALCANÇOU"
"PA";150500;"Nova Timboteua";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150503;"Novo Progresso";0;2;26;7,69230769230769;"Não";7,7;"NÃO ALCANÇOU"
"PA";150506;"Novo Repartimento";52,3809523809524;11;46;23,9130434782609;"Sim";-28,5;"ALCANÇOU"
"PA";150510;"Óbidos";37,5;14;18;77,7777777777778;"Não";40,3;"NÃO ALCANÇOU"
"PA";150520;"Oeiras do Pará";27,2727272727273;13;24;54,1666666666667;"Não";26,9;"NÃO ALCANÇOU"
"PA";150530;"Oriximiná";54,5454545454545;10;29;34,4827586206897;"Sim";-20,1;"ALCANÇOU"
"PA";150540;"Ourém";150;2;4;50;"Sim";-100;"ALCANÇOU"
"PA";150543;"Ourilândia do Norte";23,5294117647059;7;7;100;"Não";76,5;"NÃO ALCANÇOU"
"PA";150548;"Pacajá";7,14285714285714;1;19;5,26315789473684;"Sim";-1,9;"ALCANÇOU"
"PA";150549;"Palestina do Pará";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150550;"Paragominas";18,8679245283019;13;46;28,2608695652174;"Não";9,4;"NÃO ALCANÇOU"
"PA";150553;"Parauapebas";20,7446808510638;46;204;22,5490196078431;"Não";1,8;"NÃO ALCANÇOU"
"PA";150555;"Pau D'Arco";0;1;7;14,2857142857143;"Não";14,3;"NÃO ALCANÇOU"
"PA";150560;"Peixe-Boi";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150563;"Piçarra";0;2;1;200;"Não";200;"NÃO ALCANÇOU"
"PA";150565;"Placas";0;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PA";150570;"Ponta de Pedras";75;2;7;28,5714285714286;"Sim";-46,4;"ALCANÇOU"
"PA";150580;"Portel";1,72413793103448;6;53;11,3207547169811;"Não";9,6;"NÃO ALCANÇOU"
"PA";150590;"Porto de Moz";50;2;1;200;"Não";150;"NÃO ALCANÇOU"
"PA";150600;"Prainha";12,5;0;11;0;"Sim";-12,5;"ALCANÇOU"
"PA";150610;"Primavera";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150611;"Quatipuru";0;0;8;0;"Sim";0;"ALCANÇOU"
"PA";150613;"Redenção";36,9565217391304;26;67;38,8059701492537;"Não";1,8;"NÃO ALCANÇOU"
"PA";150616;"Rio Maria";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150618;"Rondon do Pará";0;0;6;0;"Sim";0;"ALCANÇOU"
"PA";150619;"Rurópolis";23,0769230769231;7;16;43,75;"Não";20,7;"NÃO ALCANÇOU"
"PA";150620;"Salinópolis";5,26315789473684;5;11;45,4545454545455;"Não";40,2;"NÃO ALCANÇOU"
"PA";150630;"Salvaterra";18,75;3;11;27,2727272727273;"Não";8,5;"NÃO ALCANÇOU"
"PA";150635;"Santa Bárbara do Pará";66,6666666666667;5;10;50;"Sim";-16,7;"ALCANÇOU"
"PA";150640;"Santa Cruz do Arari";0;1;1;100;"Não";100;"NÃO ALCANÇOU"
"PA";150650;"Santa Izabel do Pará";48,0769230769231;19;34;55,8823529411765;"Não";7,8;"NÃO ALCANÇOU"
"PA";150655;"Santa Luzia do Pará";20;2;8;25;"Não";5;"NÃO ALCANÇOU"
"PA";150658;"Santa Maria das Barreiras";0;0;1;0;"Sim";0;"ALCANÇOU"
"PA";150660;"Santa Maria do Pará";28,5714285714286;3;8;37,5;"Não";8,9;"NÃO ALCANÇOU"
"PA";150670;"Santana do Araguaia";28,5714285714286;3;15;20;"Sim";-8,6;"ALCANÇOU"
"PA";150680;"Santarém";78,0487804878049;69;81;85,1851851851852;"Não";7,1;"NÃO ALCANÇOU"
"PA";150690;"Santarém Novo";0;0;4;0;"Sim";0;"ALCANÇOU"
"PA";150700;"Santo Antônio do Tauá";75;7;11;63,6363636363636;"Sim";-11,4;"ALCANÇOU"
"PA";150710;"São Caetano de Odivelas";55,5555555555556;2;8;25;"Sim";-30,6;"ALCANÇOU"
"PA";150715;"São Domingos do Araguaia";0;2;3;66,6666666666667;"Não";66,7;"NÃO ALCANÇOU"
"PA";150720;"São Domingos do Capim";50;9;11;81,8181818181818;"Não";31,8;"NÃO ALCANÇOU"
"PA";150730;"São Félix do Xingu";11,7647058823529;15;52;28,8461538461538;"Não";17,1;"NÃO ALCANÇOU"
"PA";150740;"São Francisco do Pará";25;4;5;80;"Não";55;"NÃO ALCANÇOU"
"PA";150745;"São Geraldo do Araguaia";50;1;5;20;"Sim";-30;"ALCANÇOU"
"PA";150746;"São João da Ponta";0;0;2;0;"Sim";0;"ALCANÇOU"
"PA";150747;"São João de Pirabas";36,3636363636364;1;1;100;"Não";63,6;"NÃO ALCANÇOU"
"PA";150750;"São João do Araguaia";16,6666666666667;2;6;33,3333333333333;"Não";16,7;"NÃO ALCANÇOU"
"PA";150760;"São Miguel do Guamá";39,1304347826087;18;43;41,8604651162791;"Não";2,7;"NÃO ALCANÇOU"
"PA";150770;"São Sebastião da Boa Vista";0;4;5;80;"Não";80;"NÃO ALCANÇOU"
"PA";150775;"Sapucaia";0;0;0;0;"Sim";0;"ALCANÇOU"
"PA";150780;"Senador José Porfírio";25;1;4;25;"Não";0;"NÃO ALCANÇOU"
"PA";150790;"Soure";0;1;2;50;"Não";50;"NÃO ALCANÇOU"
"PA";150795;"Tailândia";10,1449275362319;20;70;28,5714285714286;"Não";18,4;"NÃO ALCANÇOU"
